Respondent ID,Division,Which of the following best describes your position level?,Which generation are you apart of?,Please select the gender in which you identify.,Which duration range best aligns with your tenure at your company?,Which of the following best describes your employment type?,Question - Subquestion,Answer,Total Respondants,Same Answers
5202048947,People,Staff,Generation X (born between 1965-1980),Prefer not to answer,3-5 years,Full time Employee,Question 5 - Response 5,Answer 4,111,8
9597476932,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 4,111,8
3530464299,Legal,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 4,111,8
8114622230,Information Technology,Staff,Prefer not to answer,Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 4,111,8
5379192392,Infrastructure,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
1494621946,Infrastructure,Chief / Executive,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
1905266879,Finance,Staff,Prefer not to answer,Female,0-2 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
3397360934,Legal,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
9736526482,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
3087114007,Information Technology,Staff,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
7901328134,Information Technology,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
2696474434,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
4075412109,Finance,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
9489935616,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
7178840935,People,Department Lead,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
2899153341,Executive,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
4211032639,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
7276390477,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
1627698070,Port Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
3860289517,Government & Public Relations,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
4228546491,Information Technology,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
2065485156,Port Security & Emergency Operations,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
1220878407,Executive,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
2102054017,Finance,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 5,Answer 5,111,20
4136037887,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
9011744859,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
6285875694,Commercial,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
5044294817,Legal,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
3120678959,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
5382550855,Finance,Department Lead,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
9748686287,People,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
6206953310,Executive,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
2014555149,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
4295285752,Infrastructure,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
1859209548,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
8008971893,Executive,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
9652438783,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
5633495172,Infrastructure,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
1021794253,Commercial,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
5157705612,Finance,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 5,Answer 6,111,16
2455127238,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
8531180699,People,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
9939738223,Finance,Department Lead,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
3536054852,Commercial,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
4625088666,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
5081486733,Port Security & Emergency Operations,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
3564004995,Infrastructure,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
5157551249,Information Technology,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
7164689614,Port Security & Emergency Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
1892199000,Infrastructure,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
9462494279,Commercial,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
2781168270,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
1914548336,Finance,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
6912636653,Finance,Manager,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
1338692945,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 5,Answer 7,111,15
9051604151,Commercial,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
3040325972,Finance,Staff,,Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
5297870739,Commercial,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
7852677398,People,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
4947111306,People,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
3244391841,People,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
1636734067,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
7331440341,Information Technology,Staff,Millennial (born between 1981-2000),Prefer not to answer,5-10 years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
7480026174,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
1368436554,Infrastructure,Manager,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
6478560213,Information Technology,Staff,Prefer not to answer,Male,10+ years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
9298970467,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
1962504465,Information Technology,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
2375491161,Information Technology,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
1485638866,Infrastructure,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
1426184525,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 5,Answer 8,111,16
8546027678,Finance,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
5044294817,Legal,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
6316782091,Finance,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
5382550855,Finance,Department Lead,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
8311558071,People,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
3564004995,Infrastructure,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
2817787256,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
1636734067,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
3184415812,Port Operations,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
4295285752,Infrastructure,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
2126438547,Infrastructure,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
5633495172,Infrastructure,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
9858203307,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
6841338036,Executive,Chief / Executive,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 1,114,14
5379192392,Infrastructure,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
5535865599,Infrastructure,Manager,Millennial (born between 1981-2000),Non-Binary,5-10 years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
3397360934,Legal,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
4136037887,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
9011744859,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
5875585727,Information Technology,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
6573346680,Commercial,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
7852677398,People,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
8087395217,Infrastructure,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
5177954332,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
2243120133,People,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
4228546491,Information Technology,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
1892199000,Infrastructure,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
6270834102,Finance,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 5 - Response 6,Answer 2,114,14
2603687810,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
4625088666,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
7276390477,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
4870706994,Commercial,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
5585138853,Executive,Manager,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
3860289517,Government & Public Relations,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
5386015734,Port Operations,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
2062616124,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
1859209548,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
9328885416,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
9625886165,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
1485638866,Infrastructure,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
5157705612,Finance,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 3,114,13
8646387163,Information Technology,Manager,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
3618961108,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
9489935616,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
1582292985,People,Chief / Executive,Millennial (born between 1981-2000),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
1411900712,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
5078285109,Finance,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
7164689614,Port Security & Emergency Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
3206389468,Commercial,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
2628194343,Executive,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
3933988341,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
7963965247,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
3370365802,Port Security & Emergency Operations,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
9920755555,Port Operations,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 5 - Response 6,Answer 4,114,13
1321967343,Legal,Department Lead,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
7149169711,People,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
9183378071,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
2373830201,Infrastructure,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
9597476932,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
1368436554,Infrastructure,Manager,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
8895572278,Infrastructure,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
6285007368,People,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
2375491161,Information Technology,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
5953471955,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 5,114,10
9736526482,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
3040325972,Finance,Staff,,Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
4075412109,Finance,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
4211032639,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
5297870739,Commercial,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
2007145908,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
4947111306,People,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
9462494279,Commercial,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
6588311032,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
6776579131,Commercial,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
6983214026,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
1001882880,Infrastructure,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
8569413026,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
5559071396,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 6,114,14
2658722536,Finance,Staff,,,10+ years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
4044163394,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
8531180699,People,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
6285875694,Commercial,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
9945822370,Finance,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
7178840935,People,Department Lead,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
5081486733,Port Security & Emergency Operations,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
2273018449,Finance,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
9806028857,0,,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
8830958949,Finance,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
2932152777,Finance,,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
9748686287,People,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
9323454815,Finance,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
3550987529,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
7331440341,Information Technology,Staff,Millennial (born between 1981-2000),Prefer not to answer,5-10 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
8008971893,Executive,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
6665212340,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
8046048988,Commercial,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
1426184525,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 7,114,19
1494621946,Infrastructure,Chief / Executive,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
8035211358,Commercial,Manager,Prefer not to answer,Prefer not to answer,5-10 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
4383571615,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
9526771290,Port Operations,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
2888589302,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
3968415666,Legal,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
9718877248,Infrastructure,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
9806832932,Executive,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
6014941727,Commercial,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
2014555149,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
3244391841,People,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
4617669690,Legal,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
2065485156,Port Security & Emergency Operations,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
4366243452,Information Technology,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
9652438783,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
8630148625,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
9351204267,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 5 - Response 6,Answer 8,114,17
5535865599,Infrastructure,Manager,Millennial (born between 1981-2000),Non-Binary,5-10 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
8646387163,Information Technology,Manager,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
2455127238,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
1905266879,Finance,Staff,Prefer not to answer,Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
7089369660,Finance,Staff,Baby Boomer (born between 1946-1964),,10+ years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
9011744859,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
7178840935,People,Department Lead,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
5177954332,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
9983361274,Information Technology,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
8250575077,Finance,Department Lead,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
2007145908,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
2014555149,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
2243120133,People,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
3244391841,People,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
5488107363,People,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
1636734067,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
6909546929,Finance,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
8748263039,Infrastructure,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
2850296334,Infrastructure,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
6796580906,Finance,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
4910729713,Finance,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 1,116,21
3356802928,Port Operations,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
6573346680,Commercial,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
3087114007,Information Technology,Staff,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
2696474434,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
4075412109,Finance,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
